period_end,period_key,frequency,period_start,period_n_obs,period_is_partial,dce_corn_close,target_date_fwd,target_price_fwd,target_return_fwd,target_direction_fwd,factor_price_momentum,factor_basis_tightness,factor_processing_demand,factor_market_activity,factor_external_support,factor_weather_anomaly,factor_supply_pressure,factor_risk_volatility,factor_price_momentum_coverage,factor_basis_tightness_coverage,factor_processing_demand_coverage,factor_market_activity_coverage,factor_external_support_coverage,factor_weather_anomaly_coverage,factor_supply_pressure_coverage,factor_risk_volatility_coverage,factor_harvest_pressure,seasonal_sin,seasonal_cos
2026-04-24,2026-W17,weekly,2026-04-20,5,0,2417,2026-04-30,2427,0.0041373604,1,0.687353118,-0.4996520398,-0.1188625955,1.0424889806,0.5339966118,0.3535040935,0,-0.743324189,1,1,1,1,1,1,0,1,0,0.8854560257,-0.464723172
2026-04-30,2026-W18,weekly,2026-04-27,4,0,2427,2026-05-08,2365,-0.0255459415,0,0.730275076,-0.4648739985,-0.4962371966,0.0235178556,0.6891306923,0.4325833055,0,-1.1454375819,1,1,1,1,1,1,0,1,0,0.8229838659,-0.5680647467
2026-05-08,2026-W19,weekly,2026-05-06,3,0,2365,2026-05-15,2355,-0.0042283298,0,-0.3303364117,0.4758631003,-0.401256794,0.2005097814,0.3383459234,0.2902642853,0,0.1951296612,1,1,1,1,1,1,0,1,0,0.7485107482,-0.6631226582
2026-05-15,2026-W20,weekly,2026-05-11,5,0,2355,2026-05-22,2331,-0.0101910828,0,-0.3089093737,-0.0678826366,-0.3566272075,0.29205344,0.2015176481,0.7824398749,0,-0.5689788725,1,1,1,1,1,1,0,1,0,0.6631226582,-0.7485107482
2026-05-22,2026-W21,weekly,2026-05-18,5,0,2331,2026-05-29,2322,-0.0038610039,0,-0.6426299079,0.1979727903,-0.3233447264,0.2957387874,0.549648543,0.4717049942,0,-0.5099494772,1,1,1,1,1,1,0,1,0,0.5680647467,-0.8229838659
2026-05-29,2026-W22,weekly,2026-05-25,5,0,2322,2026-06-05,2323,0.0004306632,1,-0.6158657984,0.0811568464,0.1828676975,0.2123362134,-0.1315094107,0.6541009082,0,-0.8576180984,1,1,1,1,1,1,0,1,0,0.464723172,-0.8854560257
2026-06-05,2026-W23,weekly,2026-06-01,5,0,2323,2026-06-12,2351,0.0120533793,1,-0.4078180719,-0.1955446778,0.0302169246,0.0251429965,-0.417442555,0.5168951298,0,-1.1968837513,1,1,1,1,1,1,0,1,0,0.354604887,-0.9350162427
2026-06-12,2026-W24,weekly,2026-06-08,5,0,2351,2026-06-18,2329,-0.0093577201,0,0.0060315631,-0.5710626744,-0.1537588344,-0.404044027,0.1304676581,0.642042503,0,-0.5895935051,1,1,1,1,1,1,0,1,0,0.2393156643,-0.9709418174
2026-06-18,2026-W25,weekly,2026-06-15,4,0,2329,2026-06-26,2323,-0.002576213,0,-0.3102139639,0.0257594884,-0.0917956851,-0.2162096315,0.3812798065,2.0792360279,0,-0.6764284673,1,1,1,1,1,1,0,1,0,0.1205366803,-0.9927088741
2026-06-26,2026-W26,weekly,2026-06-22,5,0,2323,,,,,-0.2227397365,-0.1410736044,0.4041781221,0.4982607747,-0.0680846861,0.653834716,0,-0.9091983127,1,1,1,1,1,1,0,1,0,0,-1
